156315,1,2,7
156317,1,2,7
156320,1,2,7
156322,1,2,7
156324,1,2,7
156327,1,2,7
156329,1,2,7
156333,1,2,7
156335,1,2,7
156337,1,2,7
156340,1,2,7
156343,1,2,7
156346,1,2,7
156348,1,2,7
156352,1,2,7
156355,1,2,7
156357,1,2,7
156360,1,2,7
156363,1,2,7
156365,1,2,7
156368,1,2,7
156371,1,2,7
156375,1,2,7
156378,1,2,7
156381,1,2,7
156383,1,2,7
156386,1,2,7
156389,1,2,7
156391,1,2,7
156394,1,2,7
156397,1,2,7
156400,1,2,7
156403,1,2,7
156405,1,2,7
156408,1,2,7
156410,1,2,7
156413,1,2,7
156417,1,2,7
156420,1,2,7
156423,1,2,7
156425,1,2,7
156428,1,2,7
156430,1,2,7
156433,1,2,7
156436,1,2,7
156439,1,2,7
156441,1,2,7
156444,1,2,7
156446,1,2,7
156449,1,2,7
156452,1,2,7
156455,1,2,7
156457,1,2,7
156461,1,2,7
156464,1,2,7
156467,1,2,7
156469,1,2,7
156472,1,2,7
156475,1,2,7
156478,1,2,7
156481,1,2,7
156483,1,2,7
156486,1,2,7
156489,1,2,7
156491,1,2,7
156494,1,2,7
156497,1,2,7
156500,1,2,7
156507,1,2,7
156509,1,2,7
156512,1,2,7
156515,1,2,7
156518,1,2,7
156521,1,2,7
156523,1,2,7
156526,1,2,7
156528,1,2,7
156531,1,2,7
156534,1,2,7
156537,1,2,7
156540,1,2,7
156544,1,2,7
156547,1,2,7
156549,1,2,7
156552,1,2,7
156554,1,2,7
156557,1,2,7
156560,1,2,7
156563,1,2,7
156566,1,2,7
156568,1,2,7
156571,1,2,7
156574,1,2,7
156576,1,2,7
156579,1,2,7
156582,1,2,7
156585,1,2,7
156588,1,2,7
156591,1,2,7
156594,1,2,7
156596,1,2,7
156599,1,2,7
156607,1,2,7
156611,1,2,7
156613,1,2,7
156616,1,2,7
156619,1,2,7
156621,1,2,7
156624,1,2,7
156627,1,2,7
156631,1,2,7
156634,1,2,7
156636,1,2,7
156639,1,2,7
156641,1,2,7
156644,1,2,7
156647,1,2,7
156650,1,2,7
156653,1,2,7
156655,1,2,7
156658,1,2,7
156661,1,2,7
156663,1,2,7
156666,1,2,7
156669,1,2,7
156673,1,2,7
156676,1,2,7
156678,1,2,7
156681,1,2,7
156683,1,2,7
156686,1,2,7
156689,1,2,7
156692,1,2,7
156694,1,2,7
156697,1,2,7
156699,1,2,7
156702,1,2,7
156705,1,2,7
156708,1,2,7
156710,1,2,7
156713,1,2,7
156716,1,2,7
156719,1,2,7
156722,1,2,7
156725,1,2,7
156727,1,2,7
156730,1,2,7
156733,1,2,7
156735,1,2,7
156738,1,2,7
156741,1,2,7
156744,1,2,7
156747,1,2,7
156750,1,2,7
156753,1,2,7
156755,1,2,7
156759,1,2,7
156761,1,2,7
156764,1,2,7
156767,1,2,7
156770,1,2,7
156773,1,2,7
156775,1,2,7
156778,1,2,7
156780,1,2,7
156783,1,2,7
156786,1,2,7
156789,1,2,7
156791,1,2,7
156794,1,2,7
156796,1,2,7
156800,1,2,7
156803,1,2,7
156806,1,2,7
156808,1,2,7
156811,1,2,7
156814,1,2,7
156816,1,2,7
156819,1,2,7
156822,1,2,7
156825,1,2,7
156828,1,2,7
156830,1,2,7
156833,1,2,7
156835,1,2,7
156838,1,2,7
156841,1,2,7
156845,1,2,7
156847,1,2,7
156850,1,2,7
156852,1,2,7
156855,1,2,7
156858,1,2,7
156861,1,2,7
156863,1,2,7
156866,1,2,7
156868,1,2,7
156871,1,2,7
156874,1,2,7
156877,1,2,7
156879,1,2,7
156882,1,2,7
156884,1,2,7
156888,1,2,7
156891,1,2,7
156894,1,2,7
156896,1,2,7
156900,1,2,7
156902,1,2,7
156905,1,2,7
156908,1,2,7
156911,1,2,7
156914,1,2,7
156916,1,2,7
156919,1,2,7
156921,1,2,7
156924,1,2,7
156928,1,2,7
156931,1,2,7
156934,1,2,7
156936,1,2,7
156939,1,2,7
156942,1,2,7
156944,1,2,7
156947,1,2,7
156950,1,2,7
156953,1,2,7
156956,1,2,7
156958,1,2,7
156961,1,2,7
156964,1,2,7
156966,1,2,7
156969,1,2,7
156973,1,2,7
156976,1,2,7
156979,1,2,7
156981,1,2,7
156984,1,2,7
156986,1,2,7
156989,1,2,7
156992,1,2,7
156995,1,2,7
156997,1,2,7
157000,1,2,7
157002,1,2,7
157005,1,2,7
157008,1,2,7
157011,1,2,7
157014,1,2,7
157017,1,2,7
157019,1,2,7
157022,1,2,7
157025,1,2,7
157028,1,2,7
157031,1,2,7
157033,1,2,7
157036,1,2,7
157038,1,2,7
157041,1,2,7
157044,1,2,7
157047,1,2,7
157049,1,2,7
157052,1,2,7
157054,1,2,7
157058,1,2,7
157061,1,2,7
157064,1,2,7
157067,1,2,7
157070,1,2,7
157073,1,2,7
157075,1,2,7
157078,1,2,7
157080,1,2,7
157083,1,2,7
157086,1,2,7
157089,1,2,7
157092,1,2,7
157094,1,2,7
157097,1,2,7
157101,1,2,7
157103,1,2,7
157106,1,2,7
157109,1,2,7
157112,1,2,7
157115,1,2,7
157117,1,2,7
157120,1,2,7
157123,1,2,7
157125,1,2,7
157128,1,2,7
157131,1,2,7
157134,1,2,7
157137,1,2,7
157139,1,2,7
157147,1,2,7
157150,1,2,7
157153,1,2,7
157156,1,2,7
157159,1,2,7
157169,1,2,7
157172,1,2,7
157175,1,2,7
157178,1,2,7
157181,1,2,7
157184,1,2,7
157187,1,2,7
157189,1,2,7
157192,1,2,7
157195,1,2,7
157198,1,2,7
157201,1,2,7
157203,1,2,7
157206,1,2,7
157209,1,2,7
157211,1,2,7
157214,1,2,7
157217,1,2,7
157220,1,2,7
157223,1,2,7
157225,1,2,7
157229,1,2,7
157231,1,2,7
157234,1,2,7
157237,1,2,7
157240,1,2,7
157243,1,2,7
157245,1,2,7
157248,1,2,7
157250,1,2,7
157253,1,2,7
157256,1,2,7
157259,1,2,7
157261,1,2,7
157264,1,2,7
157266,1,2,7
157270,1,2,7
157273,1,2,7
157276,1,2,7
157278,1,2,7
157281,1,2,7
157283,1,2,7
157286,1,2,7
157289,1,2,7
157292,1,2,7
157295,1,2,7
157297,1,2,7
157300,1,2,7
157302,1,2,7
157305,1,2,7
157308,1,2,7
157312,1,2,7
157314,1,2,7
157317,1,2,7
157319,1,2,7
157322,1,2,7
157325,1,2,7
157328,1,2,7
157330,1,2,7
157333,1,2,7
157335,1,2,7
157338,1,2,7
157341,1,2,7
157344,1,2,7
157346,1,2,7
157349,1,2,7
157351,1,2,7
157355,1,2,7
157358,1,2,7
157361,1,2,7
157363,1,2,7
157366,1,2,7
157368,1,2,7
157371,1,2,7
157374,1,2,7
157377,1,2,7
157379,1,2,7
157382,1,2,7
157384,1,2,7
157387,1,2,7
157390,1,2,7
157393,1,2,7
157395,1,2,7
157399,1,2,7
157401,1,2,7
157404,1,2,7
157407,1,2,7
157410,1,2,7
157413,1,2,7
157415,1,2,7
157418,1,2,7
157420,1,2,7
157423,1,2,7
157426,1,2,7
157429,1,2,7
157432,1,2,7
157435,1,2,7
157437,1,2,7
157441,1,2,7
157444,1,2,7
157446,1,2,7
157449,1,2,7
157452,1,2,7
157455,1,2,7
157458,1,2,7
157460,1,2,7
157463,1,2,7
157465,1,2,7
157468,1,2,7
157471,1,2,7
157474,1,2,7
157477,1,2,7
157480,1,2,7
157484,1,2,7
157486,1,2,7
157489,1,2,7
157492,1,2,7
157494,1,2,7
157497,1,2,7
157500,1,2,7
157503,1,2,7
157506,1,2,7
157509,1,2,7
